History Key,Source,Provider,Programme,Call ID,Topic ID,Title,Type,URL,Opened,Deadline,First Seen,Last Seen,Seen Snapshots,Seen Count,Currently Matched,Last Status,Last Urgency,Last Days,Score,Matched Terms,Theme
eu funding & tenders|horizon-cl2-2026-01|horizon-cl2-2026-01-transfo-07|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2026-01-transfo-07|fostering competences for the green transition,EU Funding & Tenders,European Commission,"Culture, Creativity and Inclusive Society 2026",HORIZON-CL2-2026-01,HORIZON-CL2-2026-01-TRANSFO-07,Fostering competences for the green transition,HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-TRANSFO-07,2026-05-12,2026-09-23,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,12,11,"agriculture, biodiversity, learning, pollution, skills, training, vocational education","Fostering competences for the green transition Fostering competences for the green transition Fostering competences for the green transition Expected Outcome: Projects should contribute to all of the following expected outcomes: Provide policymakers, education and training institutions, and social partners with a solid understanding of which competences young people and workers need to support the EU economy towards the green transition to reach carbon neutrality and protect natural ecosystems. Develop actionable advice to policymakers and education and training institutions about which education and training programmes and policy measures can promote the acquisition of those competences by"
eu funding & tenders|horizon-miss-2026-05|horizon-miss-2026-05-soil-04|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-05-soil-04|leveraging long-term field experiments and other datasets to develop ai-ready decision support systems for sustainable soil management,EU Funding & Tenders,European Commission,Supporting the implementation of the Soil Deal for Europe Mission,HORIZON-MISS-2026-05,HORIZON-MISS-2026-05-SOIL-04,Leveraging long-term field experiments and other datasets to develop AI-ready decision support systems for sustainable soil management,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-04,2026-02-04,2026-09-23,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,12,19,"ai, artificial intelligence, critical infrastructure, crop, deep learning, edge, learning, machine learning, quality, soil health, training",Leveraging long-term field experiments and other datasets to develop AI-ready decision support systems for sustainable soil management Leveraging long-term field experiments and other datasets to develop AI-ready decision support systems for sustainable soil management Leveraging long-term field experiments and other datasets to develop AI-ready decision support systems for sustainable soil management Expected Outcome: Activities under this topic will help progress towards the objectives and targets of the Mission Soil and the EU Soil Strategy for 2030 . Activities should also contribute to the implementation of the Soil Monitoring and Resilience Directive after its adoption. Project results
eu funding & tenders|horizon-cl2-2026-01|horizon-cl2-2026-01-heritage-07|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2026-01-heritage-07|preventing and fighting illicit trafficking of cultural goods,EU Funding & Tenders,European Commission,"Culture, Creativity and Inclusive Society 2026",HORIZON-CL2-2026-01,HORIZON-CL2-2026-01-HERITAGE-07,Preventing and fighting illicit trafficking of cultural goods,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-HERITAGE-07,2026-05-12,2026-09-23,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,12,10,archaeology/cultural heritage targeted scout,Archaeology/cultural heritage security: geospatial intelligence and looting/trafficking prevention.
eu funding & tenders|horizon-miss-2026-03|horizon-miss-2026-03-ocean-05|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-03-ocean-05|regional (sea-basins) components of the eu digital twin ocean,EU Funding & Tenders,European Commission,Supporting the implementation of the Restore our Ocean and Waters Mission,HORIZON-MISS-2026-03,HORIZON-MISS-2026-03-OCEAN-05,Regional (sea-basins) components of the EU Digital Twin Ocean,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-03-OCEAN-05,2026-02-04,2026-09-23,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,12,5,"artificial intelligence, biodiversity, pollution","Regional (sea-basins) components of the EU Digital Twin Ocean Regional ( sea -basins) components of the EU Digital Twin Ocean Regional (sea-basins) components of the EU Digital Twin Ocean Expected Outcome: Project results are expected to contribute to all of the following expected outcomes: Additional regional and local assets (data, models, digital twins) are made available on the DTO core infrastructure, EDITO; New digital twin applications, emphasising on regional and local conditions and addressing regional considerations, including stakeholders needs, availability of data, etc.; Enhanced digital twin regional capabilities, creating in the EU DTO core infrastructure, EDITO, the condition"
eu funding & tenders|horizon-cl3-2026-01|horizon-cl3-2026-01-drs-05|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-drs-05|climate security and civil preparedness – new ways to develop pre- and post-crisis climate-change related scenarios for a more resilient europe,EU Funding & Tenders,European Commission,Civil Security for Society 2026,HORIZON-CL3-2026-01,HORIZON-CL3-2026-01-DRS-05,Climate security and civil preparedness – new ways to develop pre- and post-crisis climate-change related scenarios for a more resilient Europe,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-DRS-05,2026-05-06,2026-11-05,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,GREEN - due >30 days,55,15,"Copernicus, agriculture, biodiversity, civil security, disaster, emergency, security, validation, water","Climate security and civil preparedness – new ways to develop pre- and post-crisis climate-change related scenarios for a more resilient Europe Climate security and civil preparedness – new ways to develop pre- and post-crisis climate-change related scenarios for a more resilient Europe Climate security and civil preparedness – new ways to develop pre- and post-crisis climate-change related scenarios for a more resilient Europe Expected Outcome: Project results are expected to contribute to some or all of the following expected outcomes: Identification and prioritization of climate security scenarios, assessing cascading and compounding risks across multiple sectors; Development and validati"
eu funding & tenders|horizon-cl3-2026-01|horizon-cl3-2026-01-fct-01|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-fct-01|improving capabilities of law enforcement to counter climate-related challenges,EU Funding & Tenders,European Commission,Civil Security for Society 2026,HORIZON-CL3-2026-01,HORIZON-CL3-2026-01-FCT-01,Improving capabilities of law enforcement to counter climate-related challenges,HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-FCT-01,2026-05-06,2026-11-05,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,GREEN - due >30 days,55,12,"biodiversity, civil security, security, skills, training, water",Improving capabilities of law enforcement to counter climate-related challenges Improving capabilities of law enforcement to counter climate-related challenges Improving capabilities of law enforcement to counter climate-related challenges Expected Outcome: Project results are expected to contribute to some or all of the following expected outcomes: Police Authorities in Europe are equipped with specialised skills and technologies to counter an increase in illegal activities related to the climate change and the emergence of new (opportunistic) criminal patterns; Improved understanding by policymakers of the effects of climate change on law enforcement with a view of developing related effec
eu funding & tenders|horizon-cl3-2026-01|horizon-cl3-2026-01-infra-02|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-infra-02|security challenges of the green transition in urban und peri urban areas,EU Funding & Tenders,European Commission,Civil Security for Society 2026,HORIZON-CL3-2026-01,HORIZON-CL3-2026-01-INFRA-02,Security challenges of the green transition in urban und peri urban areas,HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-02,2026-05-06,2026-11-05,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,GREEN - due >30 days,55,8,"biodiversity, civil security, critical infrastructure, security","Security challenges of the green transition in urban und peri urban areas Security challenges of the green transition in urban und peri urban areas Security challenges of the green transition in urban und peri urban areas Expected Outcome: Project results are expected to contribute to some or all of the following outcomes: Identification and analysis of potential new security risks related to innovative technologies being deployed in the urban and peri-urban environments; Innovative and modern tools to identify and measure changes in urban and peri-urban areas caused by the green transition, insofar as they concern security and possible resilience approaches; Verification of measures counter"
"eu funding & tenders|horizon-cl3-2026-01|horizon-cl3-2026-01-infra-03|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-infra-03|targeted innovative capabilities for the resilience of critical entities to natural and human-induced disasters, including hybrid scenarios",EU Funding & Tenders,European Commission,Civil Security for Society 2026,HORIZON-CL3-2026-01,HORIZON-CL3-2026-01-INFRA-03,"Targeted innovative capabilities for the resilience of critical entities to natural and human-induced disasters, including hybrid scenarios",HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-03,2026-05-06,2026-11-05,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,GREEN - due >30 days,55,17,"civil security, critical entities, critical infrastructure, critical infrastructures, disaster, emergency, resilience of critical entities, security","Targeted innovative capabilities for the resilience of critical entities to natural and human-induced disasters, including hybrid scenarios Targeted innovative capabilities for the resilience of critical entities to natural and human-induced disasters , including hybrid scenarios Targeted innovative capabilities for the resilience of critical entities to natural and human-induced disasters, including hybrid scenarios Expected Outcome: Project results are expected to contribute to some or all of the following outcomes: Improved understanding of systemic vulnerabilities of critical entities including physical, digital, operational, and cross-sectoral dimensions, in the face of compound natural"
eu funding & tenders|horizon-cl3-2026-01|horizon-cl3-2026-01-infra-01|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-infra-01|tools and processes to support stress tests of critical infrastructure,EU Funding & Tenders,European Commission,Civil Security for Society 2026,HORIZON-CL3-2026-01,HORIZON-CL3-2026-01-INFRA-01,Tools and processes to support stress tests of critical infrastructure,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-01,2026-05-06,2026-11-05,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,GREEN - due >30 days,55,19,"civil security, critical entities, critical infrastructure, critical infrastructures, geospatial, learning, resilience of critical entities, security, stress tests of critical infrastructure, training, validation","Tools and processes to support stress tests of critical infrastructure Tools and processes to support stress tests of critical infrastructure Tools and processes to support stress tests of critical infrastructure Expected Outcome: Project results are expected to contribute to some or all of the following outcomes: Critical infrastructure operators and authorities have access to efficient, adaptable, resilient and reliable tools and processes enabling or improving virtual and physical stress tests of their respective assets/ and operations; Critical entities have broader and deeper understanding of their technical and operational vulnerabilities and adaptive capabilities, improving the scenar"
eu funding & tenders|horizon-neb-2026-01|horizon-neb-2026-01-participation-02|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2026-01-participation-02|innovative approaches for the spatial design of neighbourhoods,EU Funding & Tenders,European Commission,"Beautiful, inclusive and sustainable neighbourhoods for communities",HORIZON-NEB-2026-01,HORIZON-NEB-2026-01-PARTICIPATION-02,Innovative approaches for the spatial design of neighbourhoods,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2026-01-PARTICIPATION-02,2026-05-05,2026-12-01,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,GREEN - due >30 days,81,11,"biodiversity, civil security, learning, security, skills, water","Innovative approaches for the spatial design of neighbourhoods Innovative approaches for the spatial design of neighbourhoods Innovative approaches for the spatial design of neighbourhoods Expected Outcome: Project results are expected to contribute to all of the following expected outcomes: Demonstrated approaches aligned with NEB allow architects, designers, spatial planners and neighbourhood [1] decision makers to ensure an efficient and effective integration of user perspectives in the spatial design and/or transformation of public spaces. The demonstrated approaches deliver positive climate, environmental, social and cultural impact (such as addressing inequalities and enhancing social"
eu funding & tenders|digital-eccc-2027-deploy-cyber-11|digital-eccc-2027-deploy-cyber-11-dualuse|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/digital-eccc-2027-deploy-cyber-11-dualuse|dual-use technologies,EU Funding & Tenders,European Commission,"Strengthening European Cybersecurity Technologies, Capacities and Preparedness",DIGITAL-ECCC-2027-DEPLOY-CYBER-11,DIGITAL-ECCC-2027-DEPLOY-CYBER-11-DUALUSE,Dual-use technologies,DIGITAL JU Simple Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-ECCC-2027-DEPLOY-CYBER-11-DUALUSE,2026-09-01,2027-01-14,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,GREEN - due >30 days,125,11,"ai, critical infrastructure, critical infrastructures, security, training",Dual-use technologies Dual-use technologies Dual-use technologies Expected Outcome: Secure Data Sharing Framework: Develop standardised and encrypted communication mechanisms to facilitate seamless data exchange between civilian and military stakeholders. These mechanisms should align with GDPR and other EU regulatory requirements. Early Warning Systems (EWS): Establish a European-level EWS for cyber and hybrid threats. These systems should integrate real-time monitoring tools and predictive analytics to pre-emptively identify and neutralise cyber and hybrid threats targeting critical infrastructure. Collaborative Training Programmes: Design joint training programmes that incorporate AI and
life/cinea|projects on legislative and policy priorities in the fields of nature & biodiversity and circular economy & quality of life|https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/projects-legislative-and-policy-priorities-fields-nature-biodiversity-and-circular-economy-quality_en|projects on legislative and policy priorities in the fields of nature & biodiversity and circular economy & quality of life,LIFE/CINEA,CINEA / European Commission,LIFE Programme 2026,,Projects on Legislative and Policy Priorities in the fields of Nature & Biodiversity and Circular Economy & Quality of Life,Projects on Legislative and Policy Priorities in the fields of Nature & Biodiversity and Circular Economy & Quality of Life,Call for proposals,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/projects-legislative-and-policy-priorities-fields-nature-biodiversity-and-circular-economy-quality_en,2026-04-21,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,11,8,"LIFE, biodiversity, nature, quality",Projects on Legislative and Policy Priorities in the fields of Nature & Biodiversity and Circular Economy & Quality of Life. Deadline phase: Deadline.
life/cinea|standard action projects (saps) climate change adaptation|https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/climate-change-adaptation-0_en|standard action projects (saps) climate change adaptation,LIFE/CINEA,CINEA / European Commission,LIFE Programme 2026,,Standard Action Projects (SAPs) Climate Change Adaptation,Standard Action Projects (SAPs) Climate Change Adaptation,Call for proposals,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/climate-change-adaptation-0_en,2026-04-21,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,11,4,"adaptation, climate",Standard Action Projects (SAPs) Climate Change Adaptation. Deadline phase: Deadline.
life/cinea|standard action projects (saps) climate change mitigation|https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/climate-change-mitigation-0_en|standard action projects (saps) climate change mitigation,LIFE/CINEA,CINEA / European Commission,LIFE Programme 2026,,Standard Action Projects (SAPs) Climate Change Mitigation,Standard Action Projects (SAPs) Climate Change Mitigation,Call for proposals,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/climate-change-mitigation-0_en,2026-04-21,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,11,2,climate,Standard Action Projects (SAPs) Climate Change Mitigation. Deadline phase: Deadline.
life/cinea|standard action projects (saps) climate governance and information|https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/climate-governance-and-information-0_en|standard action projects (saps) climate governance and information,LIFE/CINEA,CINEA / European Commission,LIFE Programme 2026,,Standard Action Projects (SAPs) Climate Governance and Information,Standard Action Projects (SAPs) Climate Governance and Information,Call for proposals,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/climate-governance-and-information-0_en,2026-04-21,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,11,3,"climate, governance",Standard Action Projects (SAPs) Climate Governance and Information. Deadline phase: Deadline.
life/cinea|standard action projects (saps) for circular economy and zero pollution - environment|https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/standard-action-projects-saps-circular-economy-and-zero-pollution-environment-0_en|standard action projects (saps) for circular economy and zero pollution - environment,LIFE/CINEA,CINEA / European Commission,LIFE Programme 2026,,Standard Action Projects (SAPs) for Circular Economy and Zero Pollution - Environment,Standard Action Projects (SAPs) for Circular Economy and Zero Pollution - Environment,Call for proposals,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/standard-action-projects-saps-circular-economy-and-zero-pollution-environment-0_en,2026-04-21,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,11,4,"environment, pollution, zero pollution",Standard Action Projects (SAPs) for Circular Economy and Zero Pollution - Environment. Deadline phase: Deadline.
life/cinea|standard action projects (saps) for nature and biodiversity - nature|https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/standard-action-projects-saps-nature-and-biodiversity-nature-1_en|standard action projects (saps) for nature and biodiversity - nature,LIFE/CINEA,CINEA / European Commission,LIFE Programme 2026,,Standard Action Projects (SAPs) for nature and biodiversity - Nature,Standard Action Projects (SAPs) for nature and biodiversity - Nature,Call for proposals,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/standard-action-projects-saps-nature-and-biodiversity-nature-1_en,2026-04-21,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,11,6,"biodiversity, nature",Standard Action Projects (SAPs) for nature and biodiversity - Nature. Deadline phase: Deadline.
life/cinea|standard action projects (saps) for nature and biodiversity – governance and information|https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/standard-action-projects-saps-nature-and-biodiversity-governance-and-information-0_en|standard action projects (saps) for nature and biodiversity – governance and information,LIFE/CINEA,CINEA / European Commission,LIFE Programme 2026,,Standard Action Projects (SAPs) for nature and biodiversity – Governance and Information,Standard Action Projects (SAPs) for nature and biodiversity – Governance and Information,Call for proposals,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/standard-action-projects-saps-nature-and-biodiversity-governance-and-information-0_en,2026-04-21,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,11,7,"biodiversity, governance, nature",Standard Action Projects (SAPs) for nature and biodiversity – Governance and Information. Deadline phase: Deadline.
life/cinea|technical assistance for the preparation of sips - climate|https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/technical-assistance-preparation-sips-climate-0_en|technical assistance for the preparation of sips - climate,LIFE/CINEA,CINEA / European Commission,LIFE Programme 2026,,Technical Assistance for the preparation of SIPs - Climate,Technical Assistance for the preparation of SIPs - Climate,Call for proposals,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/technical-assistance-preparation-sips-climate-0_en,2026-04-21,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,11,2,climate,Technical Assistance for the preparation of SIPs - Climate. Deadline phase: Deadline.
life/cinea|strategic nature projects (snap)|https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/strategic-nature-projects-snap-1_en|strategic nature projects (snap),LIFE/CINEA,CINEA / European Commission,LIFE Programme 2026,,Strategic Nature Projects (SNaP),Strategic Nature Projects (SNaP),Call for proposals,https://cinea.ec.europa.eu/funding-opportunities/calls-proposals/strategic-nature-projects-snap-1_en,2026-04-21,2027-03-04,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,GREEN - due >30 days,174,2,nature,Strategic Nature Projects (SNaP). Deadline phase: Full proposals.
mimit / invitalia|al-via-scoperta-imprenditoriale-ii-505-milioni-in-ricerca-e-sviluppo-nelle-regioni-del-mezzogiorno|https://www.mimit.gov.it/it/notizie-stampa/al-via-scoperta-imprenditoriale-ii-505-milioni-in-ricerca-e-sviluppo-nelle-regioni-del-mezzogiorno|al via scoperta imprenditoriale ii: 505 milioni in ricerca e sviluppo nelle regioni del mezzogiorno,MIMIT / Invitalia,Ministero delle Imprese e del Made in Italy / Invitalia,"Italian SME incentives, R&D and green/digital transition calls",,al-via-scoperta-imprenditoriale-ii-505-milioni-in-ricerca-e-sviluppo-nelle-regioni-del-mezzogiorno,Al via Scoperta imprenditoriale II: 505 milioni in ricerca e sviluppo nelle regioni del Mezzogiorno,Grant / incentive,https://www.mimit.gov.it/it/notizie-stampa/al-via-scoperta-imprenditoriale-ii-505-milioni-in-ricerca-e-sviluppo-nelle-regioni-del-mezzogiorno,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Check source,BLUE - check source/no deadline,,10,"ai, competenze, formazione, scoperta imprenditoriale",Al via Scoperta imprenditoriale II: 505 milioni in ricerca e sviluppo nelle regioni del Mezzogiorno Questo sito utilizza solo cookie tecnici necessari per la fruizione dei contenuti. Per maggiori informazioni leggi l'informativa sul trattamento dei dati personali. Privacy Policy Continua Vai al contenuto principale Vai al menu principale Vai al menu di sezione Vai al pie di pagina Governo italiano Seleziona la tua lingua IT IT EN --> Ministero delle Imprese e del Made in Italy Seguici su Cerca Cerca Chiudi menu PER IL CITTADINO PER LE AZIENDE PER I MEDIA Amministrazione trasparente Contributi emittenti locali Contributi radio e tv Graduatorie Archivio contributi (legge 448) Consultazione sug
mimit / invitalia|scoperta-imprenditoriale-2026|https://www.mimit.gov.it/it/incentivi/scoperta-imprenditoriale-2026|scoperta imprenditoriale ii (2026),MIMIT / Invitalia,Ministero delle Imprese e del Made in Italy / Invitalia,"Italian SME incentives, R&D and green/digital transition calls",,scoperta-imprenditoriale-2026,Scoperta imprenditoriale II (2026),Grant / incentive,https://www.mimit.gov.it/it/incentivi/scoperta-imprenditoriale-2026,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Check source,BLUE - check source/no deadline,,4,scoperta imprenditoriale,"ilioni in ricerca e sviluppo nelle regioni del Mezzogiorno 12 Agosto 2026 Fase di precompilazione dal 24 settembre e apertura dello sportello dal 7 ottobre 2026 È stato firmato , su indicazione del Ministro delle Imprese e del Made in Italy, sen. Adolfo Urso , il decreto direttoriale che definisce i termini e le modalità per la presentazione delle domande per le agevolazioni previste da “Scoperta imprenditoriale II (2026)"". La misura , disciplinata dal decreto ministeriale 19 maggio 2026, mette a disposizione oltre 505 milioni di euro a sostegno di progetti di ricerca e sviluppo da realizzare nelle Regioni del Mezzogiorno (Basilicata, Calabria, Campania, Molise, Puglia, Sardegna e Sicilia) ,"
pid / camere di commercio|bando-doppia-transizione-anno-2026-0|https://www.puntoimpresadigitale.camcom.it/voucher/bando-doppia-transizione-anno-2026-0|bando doppia transizione - anno 2026,PID / Camere di Commercio,Unioncamere / Camere di Commercio,PID digital and green transition vouchers,,bando-doppia-transizione-anno-2026-0,Bando Doppia Transizione - anno 2026,Grant / incentive,https://www.puntoimpresadigitale.camcom.it/voucher/bando-doppia-transizione-anno-2026-0,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Check source,BLUE - check source/no deadline,,16,"acquisizione, ai, competenze, doppia transizione, formazione, soluzioni tecnologiche, sostenibilità",Bando Doppia Transizione - anno 2026 | PID Salta al contenuto principale Menu Menu top 2 Home Punti impresa digitale Cosa sono i PID e quali servizi erogano Trova il PID più vicino Digitalizzazione Sostenibilità Innovazione Strumenti Misurare la Digitalizzazione Misurare la Sostenibilità Misurare la Sicurezza Informatica Avviare progetti di Innovazione Conoscere le tecnologie Formati con i PID PID Academy Eventi formativi Conoscere le tecnologie Bandi e incentivi Bando Voucher Doppia Transizione 2026 Premio TOP of the PID Voucher digitali delle Camere di commercio Eventi PID News Contatti Seguici su: User account menu Accedi MENU Ricerca Cerca Menu top 2 Home Punti impresa digitale Cosa sono
pid / camere di commercio|bando-voucher-doppia-transizione-2026|https://www.puntoimpresadigitale.camcom.it/bando-voucher-doppia-transizione-2026|bando voucher doppia transizione 2026,PID / Camere di Commercio,Unioncamere / Camere di Commercio,PID digital and green transition vouchers,,bando-voucher-doppia-transizione-2026,Bando Voucher Doppia Transizione 2026,Grant / incentive,https://www.puntoimpresadigitale.camcom.it/bando-voucher-doppia-transizione-2026,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Check source,BLUE - check source/no deadline,,4,doppia transizione,"-path=""node/9505"">Eventi formativi Conoscere le tecnologie Bandi e incentivi Bando Voucher Doppia Transizione 2026 Premio TOP of the PID Voucher digitali delle Camere di commercio Eventi PID News </"
pid / camere di commercio|bando-voucher-doppia-transizione-2026-bari|https://www.puntoimpresadigitale.camcom.it/voucher/bando-voucher-doppia-transizione-2026-bari|pid erogatore bari bando voucher doppia transizione 2026 - bari,PID / Camere di Commercio,Unioncamere / Camere di Commercio,PID digital and green transition vouchers,,bando-voucher-doppia-transizione-2026-bari,PID erogatore Bari Bando Voucher Doppia Transizione 2026 - Bari,Grant / incentive,https://www.puntoimpresadigitale.camcom.it/voucher/bando-voucher-doppia-transizione-2026-bari,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Check source,BLUE - check source/no deadline,,4,doppia transizione,PID erogatore Bari Bando Voucher Doppia Transizione 2026 - Bari
"pid / camere di commercio|avviso-ia-impresa-2026-contributi-imprese-nellambito-del-programma-assessment-formazione|https://www.puntoimpresadigitale.camcom.it/voucher/avviso-ia-impresa-2026-contributi-imprese-nellambito-del-programma-assessment-formazione|pid erogatore catanzaro - crotone - vibo valentia avviso ia impresa 2026 – contributi per le imprese nell’ambito del programma di assessment, formazione, orientamento e voucher per l’adozione di soluzioni di intelligenza artificiale nelle mpmi",PID / Camere di Commercio,Unioncamere / Camere di Commercio,PID digital and green transition vouchers,,avviso-ia-impresa-2026-contributi-imprese-nellambito-del-programma-assessment-formazione,"PID erogatore Catanzaro - Crotone - Vibo Valentia Avviso IA IMPRESA 2026 – Contributi per le imprese nell’ambito del programma di assessment, formazione, orientamento e voucher per l’adozione di soluzioni di intelligenza artificiale nelle MPMI",Grant / incentive,https://www.puntoimpresadigitale.camcom.it/voucher/avviso-ia-impresa-2026-contributi-imprese-nellambito-del-programma-assessment-formazione,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Check source,BLUE - check source/no deadline,,2,formazione,"PID erogatore Catanzaro - Crotone - Vibo Valentia Avviso IA IMPRESA 2026 – Contributi per le imprese nell’ambito del programma di assessment, formazione, orientamento e voucher per l’adozione di soluzioni di intelligenza artificiale nelle MPMI"
